rq,p4_program,packet_size_bytes,background_load_mbps,cold_idle_reference,median_us_rep1,median_us_rep2,delta_us,delta_pct_us,within_5pct_us,within_10pct_us,within_20pct_us,n_samples_rep1,mean_us_rep1,std_us_rep1,p25_us_rep1,p75_us_rep1,p99_us_rep1,p999_us_rep1,n_samples_rep2,mean_us_rep2,std_us_rep2,p25_us_rep2,p75_us_rep2,p99_us_rep2,p999_us_rep2,n_switches,n_entries_per_switch,operation,mode,median_s_rep1,median_s_rep2,delta_s,delta_pct_s,within_5pct_s,within_10pct_s,within_20pct_s,n_reps_rep1,mean_s_rep1,std_s_rep1,p25_s_rep1,p75_s_rep1,median_entries_per_sec_rep1,n_reps_rep2,mean_s_rep2,std_s_rep2,p25_s_rep2,p75_s_rep2,median_entries_per_sec_rep2,abs_mean_us_rep1,abs_mean_us_rep2,p1_us_rep1,abs_p99_us_rep1,per_hop_n_rep1,per_hop_abs_mean_us_rep1,p1_us_rep2,abs_p99_us_rep2,per_hop_n_rep2,per_hop_abs_mean_us_rep2,topology,source_workload_type,metric,mean_rep1,mean_rep2,delta_value,delta_pct_value,within_5pct_value,within_10pct_value,within_20pct_value,max_rep1,std_rep1,p5_rep1,p95_rep1,max_rep2,std_rep2,p5_rep2,p95_rep2
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1000.0,insert,async,0.611946244011051,0.5810680630002025,-0.030878181010848493,-5.045897627944403,False,True,True,10.0,0.6066464053001255,0.0220440194036285,0.599405278750055,0.6223010882531526,3268.2977298592405,10.0,0.5795618452995768,0.0124743255372496,0.5727671029999328,0.5882982702491972,3441.9886878019424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1000.0,insert,sync,0.9160505195031874,0.8721312489997217,-0.04391927050346567,-4.794415762930295,True,True,True,10.0,0.9167753519956022,0.0208154702337912,0.9072962172431288,0.921261198745924,2183.28570036129,10.0,0.8740882877998957,0.0147529132480935,0.8681181232500421,0.878199239749847,2293.2421406529675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1000.0,read,async,0.1015630780166247,0.0964078545002848,-0.005155223516339902,-5.075883497244984,False,True,True,10.0,0.1037985839066095,0.0064748577668724,0.0989633820063318,0.1099292142534977,19694.88671755202,10.0,0.0977131037006984,0.0039563168499496,0.0957323585007543,0.0994257087500045,20745.201176251016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1000.0,read,sync,0.0984964649978792,0.0950504865004404,-0.003445978497438801,-3.4985808856317826,True,True,True,10.0,0.0989174731977982,0.0013805088358554,0.0981858777377056,0.1000555142381927,20305.414773859386,10.0,0.0978740022999773,0.0071179415158039,0.0928316457498112,0.0985650792499654,21044.392685186194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,insert,async,0.0273681225080508,0.0256170429993289,-0.0017510795087219005,-6.398244922379278,False,True,True,10.0,0.0291978894005296,0.008246104635983,0.0250719235045835,0.0291473334800684,1461.859686526091,10.0,0.0251732650998747,0.0025339603529896,0.0242719732500518,0.0269750295001358,1561.4750976192763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,insert,sync,0.0285708709852769,0.0275759795003978,-0.0009948914848791,-3.482188153773072,True,True,True,10.0,0.0299590982933295,0.0035669429545338,0.0273808749916497,0.032107694503793,1401.2074243296238,10.0,0.0279834709001079,0.00350472735382,0.026656411750082,0.0294385269994563,1451.0309888087052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,read,async,0.0081254190008621,0.0082765624993044,0.000151143498442299,1.8601317473752774,True,True,True,10.0,0.0084460327023407,0.0007969351098395,0.008021898996958,0.0086876002606004,4922.972872005363,10.0,0.0082226708998859,0.0006177004772612,0.007645222749943,0.008687097999882,4837.895244357892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,10.0,read,sync,0.0042905390000669,0.0039125450002757,-0.00037799399979119956,-8.809942055888682,False,True,True,10.0,0.0042774913978064,0.000263883826351,0.004072505988006,0.0044047557457815,9322.92558106755,10.0,0.0039510112997959,0.000235925932308,0.0038027710002097,0.0040106207493408,10223.562937350138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,100.0,insert,async,0.1254151364992139,0.1170674960003452,-0.0083476404988687,-6.6560071869164075,False,True,True,10.0,0.1254938517988194,0.0035692904491522,0.1240206022484926,0.126440940744942,3189.4706679129504,10.0,0.1187506943000698,0.0045793518350312,0.1165279192491652,0.1190458112500891,3416.8392187778286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,100.0,insert,sync,0.1984922335104784,0.1846856715001195,-0.013806562010358903,-6.95571900531315,False,True,True,10.0,0.1992235912039177,0.008542238398258,0.1937628905143356,0.2031552467597066,2016.2090325243444,10.0,0.1853970193002169,0.0071857167516699,0.1800729507504002,0.1890245130007315,2165.8427909414568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,100.0,read,async,0.0236176955077098,0.0215407045006941,-0.0020769910070156973,-8.794215364228405,False,True,True,10.0,0.0283939974033273,0.0080704312384173,0.0233519267421797,0.034538979496574,16936.479063044833,10.0,0.0240014155002427,0.0054824251234805,0.0212892542494955,0.0217402947496339,18569.505898596155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,100.0,read,sync,0.0191275480028707,0.0185072019994549,-0.0006203460034157997,-3.24320714459949,True,True,True,10.0,0.0214119684969773,0.0053023052646695,0.0189487264942727,0.019345089487615,20912.613539252845,10.0,0.0208137354999053,0.0052355728772045,0.0178968485010955,0.0193003902500095,21614.03138320889,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1000.0,insert,async,1.1532835619873367,1.0778336165003566,-0.07544994548698014,-6.542185111609923,False,True,True,10.0,1.1480678071908188,0.0210875960156367,1.1352448777615791,1.1596600257398677,3468.363219039943,10.0,1.0922866627000984,0.0423234482259092,1.067082013500567,1.0906422572506926,3711.159386612037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1000.0,insert,sync,2.1648113709961763,1.7125530339999386,-0.45225833699623763,-20.891350768733396,False,False,False,10.0,2.163406490799389,0.0503093848437624,2.1362693007322378,2.185050280262658,1847.766003649357,10.0,1.715735649799899,0.0497999582337078,1.6845543454996914,1.7458004800000708,2335.718906103913,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1000.0,read,async,0.2098682839859975,0.1948188329997719,-0.015049450986225593,-7.170902958938616,False,True,True,10.0,0.2097855961997993,0.0087459332661638,0.2033055705178412,0.2161202337374561,19067.739254305496,10.0,0.192223949900108,0.0120313775670333,0.1843848485004855,0.1970295010000882,20531.900267365483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1000.0,read,sync,0.1966183510085102,0.1846565120004015,-0.011961839008108682,-6.083785641957164,False,True,True,10.0,0.1969048320082947,0.006851266822046,0.1948207342575187,0.2003881782657117,20344.57708833202,10.0,0.1894979413002147,0.0153437426609608,0.1770506509992628,0.1969602747508361,21663.191443301563,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,insert,async,0.0400777464819839,0.0405182510003214,0.0004405045183374992,1.0991249683549913,True,True,True,10.0,0.0418553540977882,0.0071640436868936,0.0386301162361633,0.041711240512086,1996.5615058119,10.0,0.0410827892001179,0.0037610048941054,0.0388049455000327,0.0427708494994476,1974.5451999066784,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,insert,sync,0.0509613604954211,0.0460613714994906,-0.004899988995930499,-9.615106324272416,False,True,True,10.0,0.0498885270004393,0.0048318551296533,0.0497900289919925,0.0525514390101307,1569.830933032904,10.0,0.0470090562999757,0.0054345738302429,0.0448142672498761,0.0475121967501763,1737.5088349803498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,read,async,0.0148610089963767,0.0136025484998754,-0.0012584604965012996,-8.468203584346986,False,True,True,10.0,0.0166870109038427,0.0049149704049101,0.0145427080133231,0.0168366637371946,5384.1043230829655,10.0,0.0149838851002641,0.0039797294510093,0.0134570372501912,0.0138832327502314,5881.2538488379305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,read,sync,0.0085047890024725,0.0076153235004312,-0.0008894655020412999,-10.45840763107369,False,False,True,10.0,0.0085121997020905,0.0003123721444914,0.0082950835057999,0.0087366992374882,9406.56274618747,10.0,0.0077071249001164,0.000339604171324,0.0074492569997346,0.0080046839998431,10506.511768369895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,100.0,insert,async,0.2307226365082897,0.2202985575004277,-0.010424079007861992,-4.518013128498323,True,True,True,10.0,0.2311627246032003,0.0053294405959433,0.2277336382612702,0.232572370005073,3467.454890869607,10.0,0.2222578298004009,0.0102044554155908,0.2167012520008029,0.225234943500709,3631.437729234788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,100.0,insert,sync,0.3753101975016761,0.3612996000001658,-0.014010597501510291,-3.733071361975908,True,True,True,10.0,0.3756147139065433,0.0133638551873468,0.364791737498308,0.3865490140233305,2132.069794507948,10.0,0.3685566473999643,0.0262203925364733,0.3541221952505111,0.3687184642499233,2214.2856531123907,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,100.0,read,async,0.0571273750101681,0.0425621324993699,-0.014565242510798194,-25.49608223414034,False,False,False,10.0,0.0570371033041737,0.0091381695807554,0.0500470977567601,0.0629129525041207,14017.870943862868,10.0,0.0455779071997312,0.0062507032335916,0.0411928209996403,0.0502325844995539,18802.33800770018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,100.0,read,sync,0.0384522969980025,0.0439644784992196,0.0055121815012171005,14.335116316987369,False,False,True,10.0,0.0421008697012439,0.0073198606535591,0.0372027235134737,0.0476041727379197,20805.407985652048,10.0,0.0432493687996611,0.0077109348980303,0.035717115999887,0.0498077689994715,18465.979853125817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1000.0,insert,async,2.268898817987065,2.0818977820008517,-0.1870010359862131,-8.241929278808378,False,True,True,10.0,2.2955687667941675,0.0950676034226165,2.252129438995325,2.302390100485354,3526.003183763325,10.0,2.084609230300157,0.0198123480946932,2.074138500248864,2.098941358749016,3842.657826712225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1000.0,insert,sync,3.7278914810012793,3.4426372959997025,-0.28525418500157684,-7.651890792833917,False,True,True,10.0,3.743310196202947,0.0703902979638356,3.718791416758904,3.761565130749659,2145.985281386321,10.0,3.447719100699942,0.0844924609568128,3.387789699499536,3.516946400000961,2323.94139067322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1000.0,read,async,0.4657217890053289,0.4261419704998843,-0.03957981850544462,-8.49859711094422,False,True,True,10.0,0.4631964130036067,0.0293163462287607,0.4381618052575504,0.4849593010148965,17180.750078587407,10.0,0.4293321501001628,0.0194710840664016,0.4129344699999819,0.4365224134999153,18773.25065153272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq2,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1000.0,read,sync,0.4007903705060016,0.3779783024992866,-0.02281206800671498,-5.691770482887234,False,True,True,10.0,0.4038854648999404,0.0130325630043378,0.3950303435121896,0.4093382397477398,19961.249209163936,10.0,0.3802453223002885,0.0138365970320781,0.373275298750741,0.3851112632505646,21167.486693213443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rq3,,,0.0,,-4927.0,-7869.0,3141.925181818182,63.86866691246149,False,False,False,1000.0,-4919.353,223.59070014692517,,,-4383.88,,1100.0,-8061.278181818182,678.2280175173787,,,-7454.89,,2.0,,,,,,,,,,,,,,,,,,,,,,,4919.353,8061.278181818182,-5229.0,5229.0,1000.0,4919.353,-10349.01,10349.01,1100.0,8061.278181818182,,,,,,,,,,,,,,,,,,
rq3,,,25.0,,-1059.0,-5218.0,3152.6871818181817,174.93635146431103,False,False,False,1000.0,-301.039,23669.454680417704,,,-928.97,,1100.0,-4954.8781818181815,825.7599712917635,,,-2324.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,1802.191,4954.8781818181815,-1095.0,1096.01,1000.0,1802.191,-5238.01,5238.01,1100.0,4954.8781818181815,,,,,,,,,,,,,,,,,,
rq3,,,45.0,,-6909.0,-8957.0,2044.844,29.619232735268884,False,False,False,1000.0,-6903.771,21.742384650499822,,,-6819.0,,1000.0,-8948.615,91.96522373907096,,,-8875.98,,2.0,,,,,,,,,,,,,,,,,,,,,,,6903.771,8948.615,-6939.02,6939.02,1000.0,6903.771,-8985.0,8985.0,1000.0,8948.615,,,,,,,,,,,,,,,,,,
rq3,,,0.0,,-1550.25,-2544.0,789.0211363636365,50.16848825307617,False,False,False,1000.0,-1572.7425,153.92367570225088,,,-1244.97,,1100.0,-2360.842727272727,684.8484711102159,,,-41.93500000000006,,3.0,,,,,,,,,,,,,,,,,,,,,,,1572.7425,2361.7636363636366,-1853.015,1853.015,2000.0,2017.9725,-2857.51,2857.51,2200.0,7930.001818181819,,,,,,,,,,,,,,,,,,
rq3,,,25.0,,-1888.5,-1450.0,-438.77499999999986,-23.2551483699931,False,False,False,1000.0,-1886.7865,17.528802773625948,,,-1822.475,,1000.0,-1448.0115,12.460412498373788,,,-1393.485,,3.0,,,,,,,,,,,,,,,,,,,,,,,1886.7865,1448.0115,-1914.005,1914.005,2000.0,1886.9255,-1467.51,1467.51,2000.0,1448.0115,,,,,,,,,,,,,,,,,,
rq3,,,45.0,,-2459.5,-5363.0,2903.279245245245,118.19943512069143,False,False,False,999.0,-2456.2547547547547,20.300878459993047,,,-2380.45,,1000.0,-5359.534,52.82524349541941,,,-5318.495,,3.0,,,,,,,,,,,,,,,,,,,,,,,2456.2547547547547,5359.534,-2488.52,2488.52,1998.0,4696.668168168168,-5389.005,5389.005,2000.0,5803.605,,,,,,,,,,,,,,,,,,
rq4,l2_forward,,1.0,,,,,,,,,1927.0,,,,,,,1924.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,cpu_percent_per_bmv2,2.7869745718733783,2.1419438669438677,-0.6450307049295105,-23.14447757935326,False,False,False,20.1,4.776737235792857,0.0,10.0,20.4,4.266481311582045,0.0,10.0
rq4,l2_forward,,1.0,,,,,,,,,1927.0,,,,,,,1924.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,cpu_percent_total,7.412869745718734,6.864189189189189,-0.5486805565295443,-7.401729361917252,False,True,True,23.1,1.537938504750996,6.2,9.9,17.2,0.9325128167893508,6.2,8.2
rq4,l2_forward,,1.0,,,,,,,,,1927.0,,,,,,,1924.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,net_io_pps_per_iface,104.694762220485,104.96723919807312,0.27247697758811285,0.2602584616547311,True,True,True,5648.569248599765,126.63558563061262,89.94465542757067,110.08684147311766,6123.848708573054,137.55134995248213,89.9600752687847,110.07392873432524
rq4,l2_forward,,1.0,,,,,,,,,1927.0,,,,,,,1924.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,rss_per_bmv2_bytes,42159679.501816295,41724495.83367983,-435183.66813646257,-1.0322271736380593,True,True,True,42467328.0,267978.37038815045,41811968.0,42467328.0,41943040.0,163524.05073226726,41549824.0,41943040.0
rq4,l2_forward,,25.0,,,,,,,,,1928.0,,,,,,,1925.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,cpu_percent_per_bmv2,21.20850622406639,18.91922077922078,-2.2892854448456106,-10.794185222945309,False,False,True,50.1,5.481287718066148,10.0,30.0,39.9,4.657533009825452,10.0,30.0
rq4,l2_forward,,25.0,,,,,,,,,1928.0,,,,,,,1925.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,cpu_percent_total,9.24253112033195,7.907948051948051,-1.3345830683838988,-14.439584254664286,False,False,True,19.3,2.878827066126872,6.5,13.8,18.4,1.6964173442970354,6.5,11.0
rq4,l2_forward,,25.0,,,,,,,,,1928.0,,,,,,,1925.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,net_io_pps_per_iface,2180.4479147204984,2184.273186990474,3.8252722699758124,0.17543515917765715,True,True,True,19488.492211822693,400.6635961415438,2158.946423180741,2182.898992467533,15810.77661024604,372.9871512403192,2159.7333766132742,2181.552349046184
rq4,l2_forward,,25.0,,,,,,,,,1928.0,,,,,,,1925.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,rss_per_bmv2_bytes,42467328.0,41899190.45818182,-568137.5418181792,-1.3378226711559984,True,True,True,42467328.0,0.0,42467328.0,42467328.0,42205184.0,269377.0367476328,41549824.0,42205184.0
rq4,l2_forward,,45.0,,,,,,,,,1927.0,,,,,,,1927.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,cpu_percent_per_bmv2,27.270472236637257,26.092942397509084,-1.177529839128173,-4.317966439709059,True,True,True,69.7,6.950547386134989,20.0,40.0,80.1,7.2720086689519,20.0,40.0
rq4,l2_forward,,45.0,,,,,,,,,1927.0,,,,,,,1927.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,cpu_percent_total,13.133004670472236,11.023715620134926,-2.10928905033731,-16.060978452857462,False,False,True,27.7,1.6098962033448352,11.3,15.769999999999982,37.7,2.439558694341242,7.2,14.269999999999982
rq4,l2_forward,,45.0,,,,,,,,,1927.0,,,,,,,1927.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,net_io_pps_per_iface,3914.251220682511,3905.380673286752,-8.870547395758877,-0.22662182102384726,True,True,True,23813.352328715475,525.4815585620753,3884.843760614388,3912.109969426902,21561.9474848193,421.9268748628605,3870.1440047841866,3931.32737519697
rq4,l2_forward,,45.0,,,,,,,,,1927.0,,,,,,,1927.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,single_switch,latency_l2,rss_per_bmv2_bytes,42510995.9937727,42162128.1743643,-348867.81940840185,-0.8206531304500755,True,True,True,42729472.0,163478.53543123452,42336256.0,42729472.0,42467328.0,432402.76922822726,41549824.0,42467328.0
rq4,l3_lpm,,0.0,,,,,,,,,146.0,,,,,,,140.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linear_n,control_plane,cpu_percent_per_bmv2,16.16917808219178,16.739285714285714,0.5701076320939329,3.52589123080926,True,True,True,40.9,14.480843779323475,0.0,39.975,40.7,15.220549798767877,0.0,40.0
rq4,l3_lpm,,0.0,,,,,,,,,146.0,,,,,,,140.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linear_n,control_plane,cpu_percent_total,4.258904109589041,4.286428571428571,0.027524461839529835,0.6462803841382045,True,True,True,8.5,3.063481707151515,0.4,7.5,9.1,3.2628982728160785,0.5,8.004999999999999
